session_id,student_id,subject,planned_min,completed_min,start_hour,abandoned,week_no
ses_00532,stu_0075,turkce,25,22,22,false,4
ses_00533,stu_0076,ingilizce,30,23,16,true,1
ses_00534,stu_0076,fizik,45,35,21,true,2
ses_00535,stu_0076,fen,50,46,13,false,3
ses_00536,stu_0076,turkce,25,19,10,true,4
ses_00537,stu_0076,tarih,40,27,11,true,1
ses_00538,stu_0076,tarih,30,18,22,true,2
ses_00539,stu_0076,tarih,45,33,10,true,3
ses_00540,stu_0076,turkce,50,31,8,true,4
ses_00541,stu_0077,fizik,25,0,17,true,1
ses_00542,stu_0077,fizik,45,0,10,true,2
ses_00543,stu_0077,fizik,45,2,20,true,3
ses_00544,stu_0077,fen,45,9,11,true,4
ses_00545,stu_0078,matematik,45,0,10,true,1
ses_00546,stu_0078,fizik,50,3,10,true,2
ses_00547,stu_0078,tarih,50,3,20,true,3
ses_00548,stu_0078,fen,40,0,14,true,4
ses_00549,stu_0079,fizik,40,30,8,true,1
ses_00550,stu_0079,matematik,30,18,12,true,2
ses_00551,stu_0079,tarih,40,34,17,false,3
ses_00552,stu_0079,kimya,30,27,12,false,4
ses_00553,stu_0079,fizik,40,26,16,true,1
ses_00554,stu_0079,turkce,25,21,16,true,2
ses_00555,stu_0079,ingilizce,25,24,12,false,3
ses_00556,stu_0079,ingilizce,40,31,13,true,4
ses_00557,stu_0080,fen,50,40,17,true,1
ses_00558,stu_0080,kimya,25,17,16,true,2
ses_00559,stu_0080,fen,50,49,15,false,3
ses_00560,stu_0080,tarih,50,39,12,true,4
ses_00561,stu_0080,turkce,40,39,12,false,1
ses_00562,stu_0080,fizik,25,16,11,true,2
ses_00563,stu_0080,ingilizce,40,34,14,false,3
ses_00564,stu_0080,turkce,30,18,13,true,4
ses_00565,stu_0081,fizik,50,24,21,true,1
ses_00566,stu_0081,kimya,45,15,9,true,2
ses_00567,stu_0081,matematik,40,10,15,true,3
ses_00568,stu_0081,ingilizce,40,8,16,true,4
ses_00569,stu_0081,matematik,30,14,11,true,1
ses_00570,stu_0081,matematik,25,4,14,true,2
ses_00571,stu_0081,matematik,25,4,11,true,3
ses_00572,stu_0081,tarih,40,6,9,true,4
ses_00573,stu_0082,turkce,45,0,17,true,1
ses_00574,stu_0082,matematik,40,6,11,true,2
ses_00575,stu_0082,matematik,25,0,16,true,3
ses_00576,stu_0082,matematik,40,0,10,true,4
ses_00577,stu_0083,turkce,40,21,9,true,1
ses_00578,stu_0083,tarih,30,14,9,true,2
ses_00579,stu_0083,ingilizce,45,13,12,true,3
ses_00580,stu_0083,tarih,40,8,16,true,4
ses_00581,stu_0083,fizik,25,4,10,true,1
ses_00582,stu_0083,tarih,40,8,17,true,2
ses_00583,stu_0083,ingilizce,45,21,20,true,3
ses_00584,stu_0083,tarih,40,14,16,true,4
ses_00585,stu_0084,fizik,50,39,1,true,1
ses_00586,stu_0084,tarih,45,38,1,true,2
ses_00587,stu_0084,fen,25,20,21,true,3
ses_00588,stu_0084,matematik,40,30,14,true,4
ses_00589,stu_0084,tarih,25,21,23,true,1
ses_00590,stu_0084,ingilizce,25,23,21,false,2
ses_00591,stu_0084,tarih,45,37,14,true,3
ses_00592,stu_0084,matematik,45,37,23,true,4
ses_00593,stu_0085,ingilizce,50,36,9,true,1
ses_00594,stu_0085,tarih,50,40,12,true,2
ses_00595,stu_0085,tarih,50,46,12,false,3
ses_00596,stu_0085,fizik,40,37,20,false,4
ses_00597,stu_0085,fen,30,21,18,true,1
ses_00598,stu_0085,tarih,25,17,14,true,2
ses_00599,stu_0085,turkce,25,24,18,false,3
ses_00600,stu_0085,fen,25,24,21,false,4
ses_00601,stu_0086,fen,25,18,19,true,1
ses_00602,stu_0086,matematik,25,21,21,true,2
ses_00603,stu_0086,fen,25,20,22,true,3
ses_00604,stu_0086,kimya,40,27,11,true,4
ses_00605,stu_0086,matematik,45,35,21,true,1
ses_00606,stu_0086,ingilizce,40,30,9,true,2
ses_00607,stu_0086,matematik,30,25,14,true,3
ses_00608,stu_0086,kimya,30,28,18,false,4
ses_00609,stu_0087,matematik,50,0,9,true,1
ses_00610,stu_0087,fizik,25,0,16,true,2
ses_00611,stu_0087,kimya,40,6,13,true,3
ses_00612,stu_0087,ingilizce,40,3,12,true,4
ses_00613,stu_0088,fen,25,9,9,true,1
ses_00614,stu_0088,tarih,40,21,22,true,2
ses_00615,stu_0088,ingilizce,25,3,19,true,3
ses_00616,stu_0088,ingilizce,50,11,8,true,4
ses_00617,stu_0088,turkce,40,17,9,true,1
ses_00618,stu_0088,tarih,40,17,21,true,2
ses_00619,stu_0088,kimya,40,14,20,true,3
ses_00620,stu_0088,kimya,50,24,10,true,4
ses_00621,stu_0089,fizik,40,0,17,true,1
ses_00622,stu_0089,ingilizce,45,3,11,true,2
ses_00623,stu_0089,fen,40,0,9,true,3
ses_00624,stu_0089,kimya,30,0,14,true,4
ses_00625,stu_0090,matematik,40,26,14,true,1
ses_00626,stu_0090,fizik,25,17,10,true,2
ses_00627,stu_0090,tarih,40,33,15,true,3
ses_00628,stu_0090,fizik,30,29,11,false,4
ses_00629,stu_0090,ingilizce,50,31,8,true,1
ses_00630,stu_0090,fizik,40,29,17,true,2
ses_00631,stu_0090,fen,50,44,13,false,3
ses_00632,stu_0090,ingilizce,25,19,12,true,4
ses_00633,stu_0091,turkce,40,36,9,false,1
ses_00634,stu_0091,tarih,45,37,8,true,2
ses_00635,stu_0091,ingilizce,25,19,12,true,3
ses_00636,stu_0091,ingilizce,40,38,9,false,4
ses_00637,stu_0091,fen,30,23,19,true,1
ses_00638,stu_0091,tarih,40,36,14,false,2
ses_00639,stu_0091,matematik,45,29,18,true,3
ses_00640,stu_0091,turkce,50,30,10,true,4
ses_00641,stu_0092,tarih,25,16,14,true,1
ses_00642,stu_0092,matematik,45,44,22,false,2
ses_00643,stu_0092,fen,50,33,23,true,3
ses_00644,stu_0092,tarih,30,19,23,true,4
ses_00645,stu_0092,tarih,45,43,0,false,1
ses_00646,stu_0092,tarih,25,22,22,false,2
ses_00647,stu_0092,kimya,45,28,22,true,3
ses_00648,stu_0092,fizik,50,31,22,true,4
ses_00649,stu_0093,fen,25,20,9,true,1
ses_00650,stu_0093,matematik,50,41,8,true,2
ses_00651,stu_0093,fen,25,22,9,false,3
ses_00652,stu_0093,fizik,50,46,22,false,4
ses_00653,stu_0093,ingilizce,30,19,19,true,1
ses_00654,stu_0093,fizik,45,28,14,true,2
ses_00655,stu_0093,ingilizce,50,41,14,true,3
ses_00656,stu_0093,kimya,30,24,10,true,4
ses_00657,stu_0094,turkce,45,27,22,true,1
ses_00658,stu_0094,ingilizce,50,39,23,true,2
ses_00659,stu_0094,ingilizce,30,24,22,true,3
ses_00660,stu_0094,fizik,25,22,23,false,4
ses_00661,stu_0094,fen,25,24,1,false,1
ses_00662,stu_0094,fizik,30,26,21,false,2
ses_00663,stu_0094,fizik,50,42,23,true,3
ses_00664,stu_0094,matematik,50,33,1,true,4
ses_00665,stu_0095,ingilizce,40,26,22,true,1
ses_00666,stu_0095,fizik,25,21,22,true,2
ses_00667,stu_0095,matematik,30,22,23,true,3
ses_00668,stu_0095,matematik,30,27,22,false,4
ses_00669,stu_0095,matematik,25,18,23,true,1
ses_00670,stu_0095,turkce,40,32,21,true,2
ses_00671,stu_0095,kimya,40,33,22,true,3
ses_00672,stu_0095,ingilizce,30,22,22,true,4
ses_00673,stu_0096,kimya,50,6,11,true,1
ses_00674,stu_0096,kimya,40,0,14,true,2
ses_00675,stu_0096,fen,40,0,12,true,3
ses_00676,stu_0096,matematik,30,0,20,true,4
ses_00677,stu_0097,fizik,40,34,8,false,1
ses_00678,stu_0097,kimya,30,20,19,true,2
ses_00679,stu_0097,fizik,25,23,14,false,3
ses_00680,stu_0097,turkce,50,32,9,true,4
ses_00681,stu_0097,fizik,50,42,18,true,1
ses_00682,stu_0097,kimya,40,25,14,true,2
ses_00683,stu_0097,ingilizce,40,24,15,true,3
ses_00684,stu_0097,turkce,45,44,19,false,4
ses_00685,stu_0098,ingilizce,25,24,9,false,1
ses_00686,stu_0098,tarih,40,33,8,true,2
ses_00687,stu_0098,tarih,25,21,14,true,3
ses_00688,stu_0098,fizik,25,19,20,true,4
ses_00689,stu_0098,matematik,30,28,17,false,1
ses_00690,stu_0098,ingilizce,40,28,18,true,2
ses_00691,stu_0098,fen,25,20,13,true,3
ses_00692,stu_0098,ingilizce,25,19,21,true,4
ses_00693,stu_0099,turkce,40,36,15,false,1
ses_00694,stu_0099,fen,25,18,8,true,2
ses_00695,stu_0099,ingilizce,40,24,22,true,3
ses_00696,stu_0099,fen,30,0,19,true,4
ses_00697,stu_0099,fen,25,15,22,true,1
ses_00698,stu_0099,fen,30,21,22,true,2
ses_00699,stu_0099,fizik,50,49,10,false,3
ses_00700,stu_0099,fizik,25,0,9,true,4
ses_00701,stu_0100,turkce,25,22,19,false,1
ses_00702,stu_0100,turkce,45,40,16,false,2
ses_00703,stu_0100,turkce,40,32,13,true,3
ses_00704,stu_0100,tarih,50,0,12,true,4
ses_00705,stu_0100,matematik,30,28,11,false,1
ses_00706,stu_0100,tarih,30,29,17,false,2
ses_00707,stu_0100,turkce,25,17,20,true,3
ses_00708,stu_0100,ingilizce,45,0,13,true,4
