event_id,session_id,student_id,app_category,duration_sec,in_focus_block,is_distractor,notify_flag,week_no
ph_00459,ses_00420,stu_0058,communication,403,true,false,false,4
ph_00460,ses_00420,stu_0058,social,771,true,true,true,4
ph_00461,ses_00422,stu_0059,education,213,true,false,false,2
ph_00462,ses_00423,stu_0059,game,386,true,true,false,3
ph_00463,ses_00425,stu_0059,social,181,true,true,false,1
ph_00464,ses_00427,stu_0059,education,194,true,false,false,3
ph_00465,ses_00432,stu_0060,social,185,true,true,false,4
ph_00466,ses_00433,stu_0060,social,299,true,true,false,1
ph_00467,ses_00436,stu_0060,video,202,true,true,false,4
ph_00468,ses_00437,stu_0061,other,139,true,false,false,1
ph_00469,ses_00439,stu_0061,video,328,true,true,false,3
ph_00470,ses_00440,stu_0061,other,405,true,true,false,4
ph_00471,ses_00447,stu_0062,communication,195,true,false,false,3
ph_00472,ses_00448,stu_0062,social,206,true,true,false,4
ph_00473,ses_00449,stu_0063,education,138,true,false,false,1
ph_00474,ses_00453,stu_0064,education,411,true,false,false,1
ph_00475,ses_00454,stu_0064,other,286,true,false,false,2
ph_00476,ses_00456,stu_0064,social,403,true,true,false,4
ph_00477,ses_00457,stu_0064,education,248,true,false,false,1
ph_00478,ses_00458,stu_0064,social,307,true,true,false,2
ph_00479,ses_00463,stu_0065,game,239,true,true,false,3
ph_00480,ses_00467,stu_0066,education,122,true,false,false,3
ph_00481,ses_00469,stu_0067,communication,346,true,false,false,1
ph_00482,ses_00469,stu_0067,social,915,true,true,true,1
ph_00483,ses_00469,stu_0067,social,967,true,true,true,1
ph_00484,ses_00470,stu_0067,social,1069,true,true,true,2
ph_00485,ses_00471,stu_0067,social,782,true,true,true,3
ph_00486,ses_00471,stu_0067,game,1214,true,true,true,3
ph_00487,ses_00472,stu_0067,social,957,true,true,true,4
ph_00488,ses_00473,stu_0067,social,1026,true,true,true,1
ph_00489,ses_00473,stu_0067,other,345,true,false,false,1
ph_00490,ses_00474,stu_0067,video,548,true,true,false,2
ph_00491,ses_00474,stu_0067,social,988,true,true,true,2
ph_00492,ses_00475,stu_0067,social,891,true,true,true,3
ph_00493,ses_00475,stu_0067,social,1312,true,true,true,3
ph_00494,ses_00476,stu_0067,game,1305,true,true,true,4
ph_00495,ses_00476,stu_0067,video,987,true,true,true,4
ph_00496,ses_00476,stu_0067,social,803,true,true,true,4
ph_00497,ses_00477,stu_0068,communication,187,true,false,false,1
ph_00498,ses_00479,stu_0068,video,203,true,true,false,3
ph_00499,ses_00480,stu_0068,education,486,true,false,false,4
ph_00500,ses_00486,stu_0069,communication,80,true,false,false,2
ph_00501,ses_00487,stu_0069,communication,89,true,false,false,3
ph_00502,ses_00488,stu_0069,education,53,true,false,false,4
ph_00503,ses_00489,stu_0070,communication,306,true,false,false,1
ph_00504,ses_00490,stu_0070,video,74,true,true,false,2
ph_00505,ses_00493,stu_0071,social,536,true,true,false,1
ph_00506,ses_00494,stu_0071,social,909,true,true,true,2
ph_00507,ses_00495,stu_0071,game,667,true,true,true,3
ph_00508,ses_00496,stu_0071,video,737,true,true,true,4
ph_00509,ses_00496,stu_0071,social,1328,true,true,true,4
ph_00510,ses_00496,stu_0071,game,1210,true,true,true,4
ph_00511,ses_00497,stu_0071,other,251,true,false,false,1
ph_00512,ses_00497,stu_0071,game,1106,true,true,true,1
ph_00513,ses_00498,stu_0071,other,831,true,false,false,2
ph_00514,ses_00498,stu_0071,video,999,true,true,true,2
ph_00515,ses_00498,stu_0071,video,1297,true,true,true,2
ph_00516,ses_00499,stu_0071,video,691,true,true,true,3
ph_00517,ses_00499,stu_0071,game,806,true,true,true,3
ph_00518,ses_00500,stu_0071,other,180,true,false,false,4
ph_00519,ses_00500,stu_0071,game,631,true,true,true,4
ph_00520,ses_00500,stu_0071,social,899,true,true,true,4
ph_00521,ses_00501,stu_0072,communication,892,true,false,false,1
ph_00522,ses_00501,stu_0072,game,1034,true,true,true,1
ph_00523,ses_00502,stu_0072,video,1348,true,true,true,2
ph_00524,ses_00502,stu_0072,social,1159,true,true,true,2
ph_00525,ses_00503,stu_0072,game,1307,true,true,true,3
ph_00526,ses_00503,stu_0072,social,927,true,true,true,3
ph_00527,ses_00503,stu_0072,other,1187,true,false,false,3
ph_00528,ses_00504,stu_0072,video,859,true,true,true,4
ph_00529,ses_00504,stu_0072,social,1193,true,true,true,4
ph_00530,ses_00505,stu_0072,game,704,true,true,true,1
ph_00531,ses_00506,stu_0072,social,216,true,true,false,2
ph_00532,ses_00506,stu_0072,game,491,true,true,false,2
ph_00533,ses_00507,stu_0072,social,1355,true,true,true,3
ph_00534,ses_00507,stu_0072,video,729,true,true,true,3
ph_00535,ses_00507,stu_0072,game,1051,true,true,true,3
ph_00536,ses_00508,stu_0072,video,1205,true,true,true,4
ph_00537,ses_00509,stu_0073,video,184,true,true,false,1
ph_00538,ses_00510,stu_0073,game,301,true,true,false,2
ph_00539,ses_00511,stu_0073,video,301,true,true,false,3
ph_00540,ses_00513,stu_0073,education,230,true,false,false,1
ph_00541,ses_00514,stu_0073,video,383,true,true,false,2
ph_00542,ses_00515,stu_0073,video,298,true,true,false,3
ph_00543,ses_00516,stu_0073,social,347,true,true,false,4
ph_00544,ses_00517,stu_0074,social,228,true,true,false,1
ph_00545,ses_00518,stu_0074,education,132,true,false,false,2
ph_00546,ses_00519,stu_0074,video,344,true,true,false,3
ph_00547,ses_00520,stu_0074,education,158,true,false,false,4
ph_00548,ses_00523,stu_0074,video,402,true,true,false,3
ph_00549,ses_00525,stu_0075,video,625,true,true,true,1
ph_00550,ses_00525,stu_0075,video,998,true,true,true,1
ph_00551,ses_00526,stu_0075,other,657,true,false,false,2
ph_00552,ses_00526,stu_0075,video,1426,true,true,true,2
ph_00553,ses_00527,stu_0075,social,673,true,true,true,3
ph_00554,ses_00527,stu_0075,social,619,true,true,true,3
ph_00555,ses_00527,stu_0075,game,1120,true,true,true,3
ph_00556,ses_00528,stu_0075,education,774,true,false,false,4
ph_00557,ses_00528,stu_0075,education,245,true,false,false,4
ph_00558,ses_00529,stu_0075,education,1455,true,false,false,1
ph_00559,ses_00530,stu_0075,game,509,true,true,false,2
ph_00560,ses_00530,stu_0075,video,777,true,true,true,2
ph_00561,ses_00530,stu_0075,social,1375,true,true,true,2
ph_00562,ses_00531,stu_0075,social,282,true,true,false,3
ph_00563,ses_00531,stu_0075,video,565,true,true,false,3
ph_00564,ses_00531,stu_0075,social,607,true,true,true,3
ph_00565,ses_00532,stu_0075,game,1006,true,true,true,4
ph_00566,ses_00532,stu_0075,game,1255,true,true,true,4
ph_00567,ses_00533,stu_0076,social,752,true,true,true,1
ph_00568,ses_00534,stu_0076,social,1045,true,true,true,2
ph_00569,ses_00535,stu_0076,social,233,true,true,false,3
ph_00570,ses_00536,stu_0076,video,786,true,true,true,4
ph_00571,ses_00537,stu_0076,social,804,true,true,true,1
ph_00572,ses_00538,stu_0076,communication,1224,true,false,false,2
ph_00573,ses_00539,stu_0076,video,943,true,true,true,3
ph_00574,ses_00540,stu_0076,game,355,true,true,false,4
ph_00575,ses_00540,stu_0076,social,482,true,true,false,4
ph_00576,ses_00543,stu_0077,other,38,true,false,false,3
ph_00577,ses_00545,stu_0078,social,316,true,true,false,1
ph_00578,ses_00546,stu_0078,education,362,true,false,false,2
ph_00579,ses_00548,stu_0078,video,261,true,true,false,4
ph_00580,ses_00549,stu_0079,game,1260,true,true,true,1
ph_00581,ses_00550,stu_0079,education,712,true,false,false,2
ph_00582,ses_00551,stu_0079,game,1161,true,true,true,3
ph_00583,ses_00551,stu_0079,game,491,true,true,false,3
ph_00584,ses_00552,stu_0079,other,968,true,true,true,4
ph_00585,ses_00552,stu_0079,social,764,true,true,true,4
ph_00586,ses_00553,stu_0079,video,862,true,true,true,1
ph_00587,ses_00553,stu_0079,social,924,true,true,true,1
ph_00588,ses_00553,stu_0079,game,788,true,true,true,1
ph_00589,ses_00554,stu_0079,game,732,true,true,true,2
ph_00590,ses_00555,stu_0079,video,927,true,true,true,3
ph_00591,ses_00555,stu_0079,social,1173,true,true,true,3
ph_00592,ses_00556,stu_0079,video,998,true,true,true,4
ph_00593,ses_00556,stu_0079,other,715,true,false,false,4
ph_00594,ses_00556,stu_0079,other,322,true,true,false,4
ph_00595,ses_00557,stu_0080,game,331,true,true,false,1
ph_00596,ses_00557,stu_0080,game,891,true,true,true,1
ph_00597,ses_00557,stu_0080,social,495,true,true,false,1
ph_00598,ses_00558,stu_0080,other,767,true,false,false,2
ph_00599,ses_00558,stu_0080,other,614,true,false,false,2
ph_00600,ses_00558,stu_0080,education,812,true,false,false,2
ph_00601,ses_00559,stu_0080,video,1254,true,true,true,3
ph_00602,ses_00559,stu_0080,other,1073,true,false,false,3
ph_00603,ses_00559,stu_0080,video,1452,true,true,true,3
ph_00604,ses_00560,stu_0080,education,1357,true,false,false,4
ph_00605,ses_00560,stu_0080,game,207,true,true,false,4
ph_00606,ses_00561,stu_0080,social,861,true,true,true,1
ph_00607,ses_00561,stu_0080,game,683,true,true,true,1
ph_00608,ses_00562,stu_0080,game,550,true,true,false,2
ph_00609,ses_00563,stu_0080,education,1189,true,false,false,3
ph_00610,ses_00563,stu_0080,social,659,true,true,true,3
ph_00611,ses_00563,stu_0080,social,652,true,true,true,3
ph_00612,ses_00564,stu_0080,other,898,true,false,false,4
ph_00613,ses_00564,stu_0080,other,1243,true,true,true,4
ph_00614,ses_00564,stu_0080,social,930,true,true,true,4
ph_00615,ses_00569,stu_0081,social,96,true,true,false,1
ph_00616,ses_00572,stu_0081,social,93,true,true,false,4
ph_00617,ses_00574,stu_0082,social,190,true,true,false,2
ph_00618,ses_00575,stu_0082,game,399,true,true,false,3
ph_00619,ses_00578,stu_0083,education,327,true,false,false,2
ph_00620,ses_00580,stu_0083,education,148,true,false,false,4
ph_00621,ses_00581,stu_0083,education,121,true,false,false,1
ph_00622,ses_00582,stu_0083,social,414,true,true,false,2
ph_00623,ses_00584,stu_0083,social,421,true,true,false,4
ph_00624,ses_00585,stu_0084,social,164,true,true,false,1
ph_00625,ses_00587,stu_0084,communication,328,true,false,false,3
ph_00626,ses_00590,stu_0084,education,49,true,false,false,2
ph_00627,ses_00591,stu_0084,education,331,true,false,false,3
ph_00628,ses_00592,stu_0084,education,383,true,false,false,4
ph_00629,ses_00593,stu_0085,game,678,true,true,true,1
ph_00630,ses_00593,stu_0085,video,907,true,true,true,1
ph_00631,ses_00593,stu_0085,game,1024,true,true,true,1
ph_00632,ses_00594,stu_0085,social,199,true,true,false,2
ph_00633,ses_00594,stu_0085,game,371,true,true,false,2
ph_00634,ses_00594,stu_0085,social,1165,true,true,true,2
ph_00635,ses_00595,stu_0085,other,924,true,false,false,3
ph_00636,ses_00595,stu_0085,game,1364,true,true,true,3
ph_00637,ses_00596,stu_0085,video,1443,true,true,true,4
ph_00638,ses_00597,stu_0085,social,851,true,true,true,1
ph_00639,ses_00597,stu_0085,video,1173,true,true,true,1
ph_00640,ses_00598,stu_0085,social,1163,true,true,true,2
ph_00641,ses_00599,stu_0085,social,1216,true,true,true,3
ph_00642,ses_00600,stu_0085,video,1459,true,true,true,4
ph_00643,ses_00600,stu_0085,video,1184,true,true,true,4
ph_00644,ses_00601,stu_0086,social,464,true,true,false,1
ph_00645,ses_00601,stu_0086,other,976,true,false,false,1
ph_00646,ses_00601,stu_0086,social,1170,true,true,true,1
ph_00647,ses_00602,stu_0086,social,1317,true,true,true,2
ph_00648,ses_00603,stu_0086,game,1111,true,true,true,3
ph_00649,ses_00603,stu_0086,other,692,true,false,false,3
ph_00650,ses_00604,stu_0086,video,1080,true,true,true,4
ph_00651,ses_00604,stu_0086,video,1487,true,true,true,4
ph_00652,ses_00605,stu_0086,video,1077,true,true,true,1
ph_00653,ses_00605,stu_0086,social,344,true,true,false,1
ph_00654,ses_00606,stu_0086,video,644,true,true,true,2
ph_00655,ses_00606,stu_0086,video,836,true,true,true,2
ph_00656,ses_00606,stu_0086,video,990,true,true,true,2
ph_00657,ses_00607,stu_0086,social,1386,true,true,true,3
ph_00658,ses_00608,stu_0086,game,1074,true,true,true,4
ph_00659,ses_00608,stu_0086,social,883,true,true,true,4
ph_00660,ses_00615,stu_0088,other,373,true,false,false,3
ph_00661,ses_00616,stu_0088,video,269,true,true,false,4
ph_00662,ses_00617,stu_0088,video,95,true,true,false,1
ph_00663,ses_00618,stu_0088,communication,343,true,false,false,2
ph_00664,ses_00619,stu_0088,education,281,true,false,false,3
ph_00665,ses_00621,stu_0089,other,32,true,false,false,1
ph_00666,ses_00623,stu_0089,education,84,true,false,false,3
ph_00667,ses_00625,stu_0090,social,997,true,true,true,1
ph_00668,ses_00625,stu_0090,video,471,true,true,false,1
ph_00669,ses_00626,stu_0090,education,497,true,false,false,2
ph_00670,ses_00626,stu_0090,video,547,true,true,false,2
ph_00671,ses_00626,stu_0090,education,1056,true,false,false,2
ph_00672,ses_00627,stu_0090,education,1245,true,false,false,3
ph_00673,ses_00627,stu_0090,game,1074,true,true,true,3
ph_00674,ses_00628,stu_0090,game,681,true,true,true,4
ph_00675,ses_00628,stu_0090,other,730,true,false,false,4
ph_00676,ses_00628,stu_0090,social,902,true,true,true,4
ph_00677,ses_00629,stu_0090,game,1276,true,true,true,1
ph_00678,ses_00630,stu_0090,social,938,true,true,true,2
ph_00679,ses_00630,stu_0090,social,366,true,true,false,2
ph_00680,ses_00630,stu_0090,social,606,true,true,true,2
ph_00681,ses_00631,stu_0090,video,1492,true,true,true,3
ph_00682,ses_00631,stu_0090,education,1364,true,false,false,3
ph_00683,ses_00632,stu_0090,social,355,true,true,false,4
ph_00684,ses_00632,stu_0090,game,594,true,true,false,4
ph_00685,ses_00633,stu_0091,social,350,true,true,false,1
ph_00686,ses_00633,stu_0091,video,635,true,true,true,1
ph_00687,ses_00634,stu_0091,education,608,true,false,false,2
ph_00688,ses_00634,stu_0091,social,1047,true,true,true,2
ph_00689,ses_00634,stu_0091,other,1192,true,false,false,2
ph_00690,ses_00635,stu_0091,video,1137,true,true,true,3
ph_00691,ses_00635,stu_0091,education,662,true,false,false,3
ph_00692,ses_00635,stu_0091,game,612,true,true,true,3
ph_00693,ses_00636,stu_0091,social,817,true,true,true,4
ph_00694,ses_00636,stu_0091,social,765,true,true,true,4
ph_00695,ses_00637,stu_0091,social,1110,true,true,true,1
ph_00696,ses_00637,stu_0091,other,1053,true,false,false,1
ph_00697,ses_00637,stu_0091,social,480,true,true,false,1
ph_00698,ses_00638,stu_0091,video,469,true,true,false,2
ph_00699,ses_00639,stu_0091,game,1105,true,true,true,3
ph_00700,ses_00639,stu_0091,social,394,true,true,false,3
ph_00701,ses_00639,stu_0091,other,547,true,false,false,3
ph_00702,ses_00640,stu_0091,social,829,true,true,true,4
ph_00703,ses_00640,stu_0091,game,963,true,true,true,4
ph_00704,ses_00642,stu_0092,communication,272,true,false,false,2
ph_00705,ses_00644,stu_0092,game,440,true,true,false,4
ph_00706,ses_00645,stu_0092,education,45,true,false,false,1
ph_00707,ses_00646,stu_0092,video,235,true,true,false,2
ph_00708,ses_00649,stu_0093,video,1153,true,true,true,1
ph_00709,ses_00649,stu_0093,social,919,true,true,true,1
ph_00710,ses_00649,stu_0093,game,955,true,true,true,1
ph_00711,ses_00650,stu_0093,video,1349,true,true,true,2
ph_00712,ses_00650,stu_0093,social,1119,true,true,true,2
ph_00713,ses_00651,stu_0093,social,947,true,true,true,3
ph_00714,ses_00651,stu_0093,other,1004,true,false,false,3
ph_00715,ses_00652,stu_0093,social,983,true,true,true,4
ph_00716,ses_00652,stu_0093,game,323,true,true,false,4
ph_00717,ses_00653,stu_0093,education,750,true,false,false,1
ph_00718,ses_00654,stu_0093,game,1293,true,true,true,2
ph_00719,ses_00655,stu_0093,game,1050,true,true,true,3
ph_00720,ses_00655,stu_0093,video,1026,true,true,true,3
ph_00721,ses_00656,stu_0093,social,1141,true,true,true,4
ph_00722,ses_00656,stu_0093,social,633,true,true,true,4
ph_00723,ses_00657,stu_0094,social,276,true,true,false,1
ph_00724,ses_00658,stu_0094,communication,456,true,false,false,2
ph_00725,ses_00659,stu_0094,video,473,true,true,false,3
ph_00726,ses_00660,stu_0094,game,232,true,true,false,4
ph_00727,ses_00663,stu_0094,other,307,true,false,false,3
ph_00728,ses_00665,stu_0095,video,238,true,true,false,1
ph_00729,ses_00666,stu_0095,social,229,true,true,false,2
ph_00730,ses_00667,stu_0095,communication,91,true,false,false,3
ph_00731,ses_00668,stu_0095,communication,227,true,false,false,4
ph_00732,ses_00669,stu_0095,social,354,true,true,false,1
ph_00733,ses_00670,stu_0095,communication,363,true,false,false,2
ph_00734,ses_00677,stu_0097,social,808,true,true,true,1
ph_00735,ses_00678,stu_0097,social,684,true,true,true,2
ph_00736,ses_00678,stu_0097,video,1440,true,true,true,2
ph_00737,ses_00679,stu_0097,social,378,true,true,false,3
ph_00738,ses_00679,stu_0097,game,878,true,true,true,3
ph_00739,ses_00680,stu_0097,other,1135,true,false,false,4
ph_00740,ses_00680,stu_0097,social,1048,true,true,true,4
ph_00741,ses_00681,stu_0097,social,617,true,true,true,1
ph_00742,ses_00681,stu_0097,other,233,true,false,false,1
ph_00743,ses_00682,stu_0097,game,1338,true,true,true,2
ph_00744,ses_00682,stu_0097,social,464,true,true,false,2
ph_00745,ses_00683,stu_0097,communication,1355,true,false,false,3
ph_00746,ses_00684,stu_0097,social,1240,true,true,true,4
ph_00747,ses_00685,stu_0098,social,1048,true,true,true,1
ph_00748,ses_00685,stu_0098,video,243,true,true,false,1
ph_00749,ses_00686,stu_0098,video,1470,true,true,true,2
ph_00750,ses_00687,stu_0098,video,993,true,true,true,3
ph_00751,ses_00687,stu_0098,game,618,true,true,true,3
ph_00752,ses_00687,stu_0098,video,527,true,true,false,3
ph_00753,ses_00688,stu_0098,social,192,true,true,false,4
ph_00754,ses_00689,stu_0098,social,1235,true,true,true,1
ph_00755,ses_00689,stu_0098,game,645,true,true,true,1
ph_00756,ses_00689,stu_0098,social,499,true,true,false,1
ph_00757,ses_00690,stu_0098,social,496,true,true,false,2
ph_00758,ses_00691,stu_0098,social,699,true,true,true,3
ph_00759,ses_00692,stu_0098,video,386,true,true,false,4
ph_00760,ses_00693,stu_0099,communication,33,true,false,false,1
ph_00761,ses_00694,stu_0099,video,353,true,true,false,2
ph_00762,ses_00695,stu_0099,social,483,true,true,false,3
ph_00763,ses_00696,stu_0099,social,461,true,true,false,4
ph_00764,ses_00697,stu_0099,communication,86,true,false,false,1
ph_00765,ses_00702,stu_0100,education,267,true,false,false,2
ph_00766,ses_00705,stu_0100,game,247,true,true,false,1
ph_00767,ses_00707,stu_0100,social,292,true,true,false,3
ph_00768,ses_00708,stu_0100,education,169,true,false,false,4
