survey_response_id,respondent_role,student_id,item_id,answer_code,week_no
srv_00501,parent,stu_0045,qp_what_works,short_blocks,0
srv_00502,student,stu_0045,q_week_dropout_point,start,2
srv_00503,student,stu_0046,q_chrono,morning,0
srv_00504,student,stu_0046,q_start_vs_persist,persist_harder,0
srv_00505,student,stu_0046,q_phone_reason,message,0
srv_00506,student,stu_0046,q_reward,parent_praise,0
srv_00507,student,stu_0046,q_anxiety,rush,0
srv_00508,parent,stu_0046,qp_strength,creative,0
srv_00509,parent,stu_0046,qp_hard_subject,kimya,0
srv_00510,parent,stu_0046,qp_home_routine,shared_room,0
srv_00511,parent,stu_0046,qp_what_works,reward,0
srv_00512,student,stu_0046,q_week_dropout_point,night,1
srv_00513,student,stu_0046,q_week_dropout_point,night,2
srv_00514,student,stu_0047,q_chrono,mixed,0
srv_00515,student,stu_0047,q_start_vs_persist,persist_harder,0
srv_00516,student,stu_0047,q_phone_reason,game,0
srv_00517,student,stu_0047,q_reward,break,0
srv_00518,student,stu_0047,q_anxiety,rush,0
srv_00519,parent,stu_0047,qp_strength,curious,0
srv_00520,parent,stu_0047,qp_hard_subject,kimya,0
srv_00521,parent,stu_0047,qp_home_routine,quiet_desk,0
srv_00522,parent,stu_0047,qp_what_works,together_start,0
srv_00523,student,stu_0047,q_week_dropout_point,night,2
srv_00524,student,stu_0048,q_chrono,mixed,0
srv_00525,student,stu_0048,q_start_vs_persist,start_harder,0
srv_00526,student,stu_0048,q_phone_reason,message,0
srv_00527,student,stu_0048,q_reward,break,0
srv_00528,student,stu_0048,q_anxiety,ask_help,0
srv_00529,parent,stu_0048,qp_strength,social,0
srv_00530,parent,stu_0048,qp_hard_subject,ingilizce,0
srv_00531,parent,stu_0048,qp_home_routine,noisy,0
srv_00532,parent,stu_0048,qp_what_works,reward,0
srv_00533,student,stu_0048,q_week_dropout_point,phone,1
srv_00534,student,stu_0048,q_week_dropout_point,anxiety,2
srv_00535,student,stu_0048,q_week_dropout_point,middle,4
srv_00536,student,stu_0049,q_chrono,morning,0
srv_00537,student,stu_0049,q_start_vs_persist,both,0
srv_00538,student,stu_0049,q_phone_reason,boredom,0
srv_00539,student,stu_0049,q_reward,break,0
srv_00540,student,stu_0049,q_anxiety,freeze,0
srv_00541,parent,stu_0049,qp_strength,curious,0
srv_00542,parent,stu_0049,qp_hard_subject,fizik,0
srv_00543,parent,stu_0049,qp_home_routine,shared_room,0
srv_00544,parent,stu_0049,qp_what_works,short_blocks,0
srv_00545,student,stu_0049,q_week_dropout_point,anxiety,2
srv_00546,student,stu_0050,q_chrono,mixed,0
srv_00547,student,stu_0050,q_start_vs_persist,start_harder,0
srv_00548,student,stu_0050,q_phone_reason,boredom,0
srv_00549,student,stu_0050,q_reward,parent_praise,0
srv_00550,student,stu_0050,q_anxiety,rush,0
srv_00551,parent,stu_0050,qp_strength,creative,0
srv_00552,parent,stu_0050,qp_hard_subject,turkce,0
srv_00553,parent,stu_0050,qp_home_routine,quiet_desk,0
srv_00554,parent,stu_0050,qp_what_works,together_start,0
srv_00555,student,stu_0050,q_week_dropout_point,middle,1
srv_00556,student,stu_0050,q_week_dropout_point,phone,4
srv_00557,student,stu_0051,q_chrono,morning,0
srv_00558,student,stu_0051,q_start_vs_persist,both,0
srv_00559,student,stu_0051,q_phone_reason,game,0
srv_00560,student,stu_0051,q_reward,parent_praise,0
srv_00561,student,stu_0051,q_anxiety,ask_help,0
srv_00562,parent,stu_0051,qp_strength,creative,0
srv_00563,parent,stu_0051,qp_hard_subject,tarih,0
srv_00564,parent,stu_0051,qp_home_routine,quiet_desk,0
srv_00565,parent,stu_0051,qp_what_works,timer,0
srv_00566,student,stu_0051,q_week_dropout_point,night,2
srv_00567,student,stu_0051,q_week_dropout_point,phone,4
srv_00568,student,stu_0052,q_chrono,evening,0
srv_00569,student,stu_0052,q_start_vs_persist,both,0
srv_00570,student,stu_0052,q_phone_reason,game,0
srv_00571,student,stu_0052,q_reward,points,0
srv_00572,student,stu_0052,q_anxiety,rush,0
srv_00573,parent,stu_0052,qp_strength,curious,0
srv_00574,parent,stu_0052,qp_hard_subject,fizik,0
srv_00575,parent,stu_0052,qp_home_routine,noisy,0
srv_00576,parent,stu_0052,qp_what_works,short_blocks,0
srv_00577,student,stu_0052,q_week_dropout_point,anxiety,2
srv_00578,student,stu_0052,q_week_dropout_point,start,3
srv_00579,student,stu_0052,q_week_dropout_point,night,4
srv_00580,student,stu_0053,q_chrono,evening,0
srv_00581,student,stu_0053,q_start_vs_persist,both,0
srv_00582,student,stu_0053,q_phone_reason,video,0
srv_00583,student,stu_0053,q_reward,parent_praise,0
srv_00584,student,stu_0053,q_anxiety,ask_help,0
srv_00585,parent,stu_0053,qp_strength,curious,0
srv_00586,parent,stu_0053,qp_hard_subject,tarih,0
srv_00587,parent,stu_0053,qp_home_routine,library,0
srv_00588,parent,stu_0053,qp_what_works,reward,0
srv_00589,student,stu_0053,q_week_dropout_point,night,1
srv_00590,student,stu_0053,q_week_dropout_point,phone,2
srv_00591,student,stu_0054,q_chrono,morning,0
srv_00592,student,stu_0054,q_start_vs_persist,both,0
srv_00593,student,stu_0054,q_phone_reason,social,0
srv_00594,student,stu_0054,q_reward,break,0
srv_00595,student,stu_0054,q_anxiety,rush,0
srv_00596,parent,stu_0054,qp_strength,social,0
srv_00597,parent,stu_0054,qp_hard_subject,fen,0
srv_00598,parent,stu_0054,qp_home_routine,noisy,0
srv_00599,parent,stu_0054,qp_what_works,reward,0
srv_00600,student,stu_0054,q_week_dropout_point,anxiety,2
srv_00601,student,stu_0054,q_week_dropout_point,anxiety,4
srv_00602,student,stu_0055,q_chrono,morning,0
srv_00603,student,stu_0055,q_start_vs_persist,both,0
srv_00604,student,stu_0055,q_phone_reason,message,0
srv_00605,student,stu_0055,q_reward,break,0
srv_00606,student,stu_0055,q_anxiety,freeze,0
srv_00607,parent,stu_0055,qp_strength,creative,0
srv_00608,parent,stu_0055,qp_hard_subject,fen,0
srv_00609,parent,stu_0055,qp_home_routine,noisy,0
srv_00610,parent,stu_0055,qp_what_works,short_blocks,0
srv_00611,student,stu_0055,q_week_dropout_point,middle,4
srv_00612,student,stu_0056,q_chrono,mixed,0
srv_00613,student,stu_0056,q_start_vs_persist,both,0
srv_00614,student,stu_0056,q_phone_reason,video,0
srv_00615,student,stu_0056,q_reward,goal_progress,0
srv_00616,student,stu_0056,q_anxiety,rush,0
srv_00617,parent,stu_0056,qp_strength,social,0
srv_00618,parent,stu_0056,qp_hard_subject,ingilizce,0
srv_00619,parent,stu_0056,qp_home_routine,quiet_desk,0
srv_00620,parent,stu_0056,qp_what_works,short_blocks,0
srv_00621,student,stu_0056,q_week_dropout_point,middle,1
srv_00622,student,stu_0056,q_week_dropout_point,phone,2
srv_00623,student,stu_0056,q_week_dropout_point,start,3
srv_00624,student,stu_0056,q_week_dropout_point,phone,4
srv_00625,student,stu_0057,q_chrono,morning,0
srv_00626,student,stu_0057,q_start_vs_persist,start_harder,0
srv_00627,student,stu_0057,q_phone_reason,message,0
srv_00628,student,stu_0057,q_reward,break,0
srv_00629,student,stu_0057,q_anxiety,freeze,0
srv_00630,parent,stu_0057,qp_strength,social,0
srv_00631,parent,stu_0057,qp_hard_subject,ingilizce,0
srv_00632,parent,stu_0057,qp_home_routine,shared_room,0
srv_00633,parent,stu_0057,qp_what_works,timer,0
srv_00634,student,stu_0057,q_week_dropout_point,middle,3
srv_00635,student,stu_0058,q_chrono,mixed,0
srv_00636,student,stu_0058,q_start_vs_persist,start_harder,0
srv_00637,student,stu_0058,q_phone_reason,video,0
srv_00638,student,stu_0058,q_reward,parent_praise,0
srv_00639,student,stu_0058,q_anxiety,ask_help,0
srv_00640,parent,stu_0058,qp_strength,disciplined,0
srv_00641,parent,stu_0058,qp_hard_subject,fizik,0
srv_00642,parent,stu_0058,qp_home_routine,library,0
srv_00643,parent,stu_0058,qp_what_works,short_blocks,0
srv_00644,student,stu_0058,q_week_dropout_point,anxiety,1
srv_00645,student,stu_0059,q_chrono,mixed,0
srv_00646,student,stu_0059,q_start_vs_persist,both,0
srv_00647,student,stu_0059,q_phone_reason,game,0
srv_00648,student,stu_0059,q_reward,parent_praise,0
srv_00649,student,stu_0059,q_anxiety,freeze,0
srv_00650,parent,stu_0059,qp_strength,curious,0
srv_00651,parent,stu_0059,qp_hard_subject,turkce,0
srv_00652,parent,stu_0059,qp_home_routine,library,0
srv_00653,parent,stu_0059,qp_what_works,timer,0
srv_00654,student,stu_0059,q_week_dropout_point,start,2
srv_00655,student,stu_0059,q_week_dropout_point,middle,3
srv_00656,student,stu_0060,q_chrono,morning,0
srv_00657,student,stu_0060,q_start_vs_persist,start_harder,0
srv_00658,student,stu_0060,q_phone_reason,social,0
srv_00659,student,stu_0060,q_reward,points,0
srv_00660,student,stu_0060,q_anxiety,freeze,0
srv_00661,parent,stu_0060,qp_strength,creative,0
srv_00662,parent,stu_0060,qp_hard_subject,turkce,0
srv_00663,parent,stu_0060,qp_home_routine,quiet_desk,0
srv_00664,parent,stu_0060,qp_what_works,timer,0
srv_00665,student,stu_0061,q_chrono,mixed,0
srv_00666,student,stu_0061,q_start_vs_persist,persist_harder,0
srv_00667,student,stu_0061,q_phone_reason,boredom,0
srv_00668,student,stu_0061,q_reward,points,0
srv_00669,student,stu_0061,q_anxiety,avoid,0
srv_00670,parent,stu_0061,qp_strength,creative,0
srv_00671,parent,stu_0061,qp_hard_subject,kimya,0
srv_00672,parent,stu_0061,qp_home_routine,noisy,0
srv_00673,parent,stu_0061,qp_what_works,together_start,0
srv_00674,student,stu_0061,q_week_dropout_point,anxiety,2
srv_00675,student,stu_0061,q_week_dropout_point,start,3
srv_00676,student,stu_0062,q_chrono,mixed,0
srv_00677,student,stu_0062,q_start_vs_persist,start_harder,0
srv_00678,student,stu_0062,q_phone_reason,game,0
srv_00679,student,stu_0062,q_reward,break,0
srv_00680,student,stu_0062,q_anxiety,ask_help,0
srv_00681,parent,stu_0062,qp_strength,creative,0
srv_00682,parent,stu_0062,qp_hard_subject,kimya,0
srv_00683,parent,stu_0062,qp_home_routine,quiet_desk,0
srv_00684,parent,stu_0062,qp_what_works,reward,0
srv_00685,student,stu_0062,q_week_dropout_point,anxiety,1
srv_00686,student,stu_0062,q_week_dropout_point,phone,2
srv_00687,student,stu_0062,q_week_dropout_point,night,3
srv_00688,student,stu_0063,q_chrono,morning,0
srv_00689,student,stu_0063,q_start_vs_persist,start_harder,0
srv_00690,student,stu_0063,q_phone_reason,video,0
srv_00691,student,stu_0063,q_reward,points,0
srv_00692,student,stu_0063,q_anxiety,freeze,0
srv_00693,parent,stu_0063,qp_strength,disciplined,0
srv_00694,parent,stu_0063,qp_hard_subject,fizik,0
srv_00695,parent,stu_0063,qp_home_routine,quiet_desk,0
srv_00696,parent,stu_0063,qp_what_works,reward,0
srv_00697,student,stu_0064,q_chrono,evening,0
srv_00698,student,stu_0064,q_start_vs_persist,start_harder,0
srv_00699,student,stu_0064,q_phone_reason,social,0
srv_00700,student,stu_0064,q_reward,parent_praise,0
srv_00701,student,stu_0064,q_anxiety,ask_help,0
srv_00702,parent,stu_0064,qp_strength,curious,0
srv_00703,parent,stu_0064,qp_hard_subject,tarih,0
srv_00704,parent,stu_0064,qp_home_routine,quiet_desk,0
srv_00705,parent,stu_0064,qp_what_works,together_start,0
srv_00706,student,stu_0064,q_week_dropout_point,night,1
srv_00707,student,stu_0064,q_week_dropout_point,night,3
srv_00708,student,stu_0065,q_chrono,morning,0
srv_00709,student,stu_0065,q_start_vs_persist,persist_harder,0
srv_00710,student,stu_0065,q_phone_reason,message,0
srv_00711,student,stu_0065,q_reward,goal_progress,0
srv_00712,student,stu_0065,q_anxiety,rush,0
srv_00713,parent,stu_0065,qp_strength,creative,0
srv_00714,parent,stu_0065,qp_hard_subject,fizik,0
srv_00715,parent,stu_0065,qp_home_routine,noisy,0
srv_00716,parent,stu_0065,qp_what_works,reward,0
srv_00717,student,stu_0065,q_week_dropout_point,middle,2
srv_00718,student,stu_0065,q_week_dropout_point,night,3
srv_00719,student,stu_0066,q_chrono,evening,0
srv_00720,student,stu_0066,q_start_vs_persist,persist_harder,0
srv_00721,student,stu_0066,q_phone_reason,social,0
srv_00722,student,stu_0066,q_reward,goal_progress,0
srv_00723,student,stu_0066,q_anxiety,rush,0
srv_00724,parent,stu_0066,qp_strength,creative,0
srv_00725,parent,stu_0066,qp_hard_subject,ingilizce,0
srv_00726,parent,stu_0066,qp_home_routine,quiet_desk,0
srv_00727,parent,stu_0066,qp_what_works,timer,0
srv_00728,student,stu_0066,q_week_dropout_point,start,1
srv_00729,student,stu_0066,q_week_dropout_point,night,3
srv_00730,student,stu_0066,q_week_dropout_point,start,4
srv_00731,student,stu_0067,q_chrono,mixed,0
srv_00732,student,stu_0067,q_start_vs_persist,start_harder,0
srv_00733,student,stu_0067,q_phone_reason,social,0
srv_00734,student,stu_0067,q_reward,break,0
srv_00735,student,stu_0067,q_anxiety,freeze,0
srv_00736,parent,stu_0067,qp_strength,creative,0
srv_00737,parent,stu_0067,qp_hard_subject,fizik,0
srv_00738,parent,stu_0067,qp_home_routine,noisy,0
srv_00739,parent,stu_0067,qp_what_works,timer,0
srv_00740,student,stu_0067,q_week_dropout_point,night,2
srv_00741,student,stu_0067,q_week_dropout_point,night,4
srv_00742,student,stu_0068,q_chrono,morning,0
srv_00743,student,stu_0068,q_start_vs_persist,both,0
srv_00744,student,stu_0068,q_phone_reason,video,0
srv_00745,student,stu_0068,q_reward,points,0
srv_00746,student,stu_0068,q_anxiety,freeze,0
srv_00747,parent,stu_0068,qp_strength,disciplined,0
srv_00748,parent,stu_0068,qp_hard_subject,matematik,0
srv_00749,parent,stu_0068,qp_home_routine,library,0
srv_00750,parent,stu_0068,qp_what_works,timer,0
srv_00751,student,stu_0068,q_week_dropout_point,night,2
srv_00752,student,stu_0068,q_week_dropout_point,phone,4
srv_00753,student,stu_0069,q_chrono,evening,0
srv_00754,student,stu_0069,q_start_vs_persist,persist_harder,0
srv_00755,student,stu_0069,q_phone_reason,social,0
srv_00756,student,stu_0069,q_reward,goal_progress,0
srv_00757,student,stu_0069,q_anxiety,avoid,0
srv_00758,parent,stu_0069,qp_strength,social,0
srv_00759,parent,stu_0069,qp_hard_subject,tarih,0
srv_00760,parent,stu_0069,qp_home_routine,noisy,0
srv_00761,parent,stu_0069,qp_what_works,reward,0
srv_00762,student,stu_0069,q_week_dropout_point,phone,2
srv_00763,student,stu_0070,q_chrono,evening,0
srv_00764,student,stu_0070,q_start_vs_persist,both,0
srv_00765,student,stu_0070,q_phone_reason,video,0
srv_00766,student,stu_0070,q_reward,goal_progress,0
srv_00767,student,stu_0070,q_anxiety,freeze,0
srv_00768,parent,stu_0070,qp_strength,social,0
srv_00769,parent,stu_0070,qp_hard_subject,turkce,0
srv_00770,parent,stu_0070,qp_home_routine,shared_room,0
srv_00771,parent,stu_0070,qp_what_works,together_start,0
srv_00772,student,stu_0070,q_week_dropout_point,night,1
srv_00773,student,stu_0070,q_week_dropout_point,night,3
srv_00774,student,stu_0070,q_week_dropout_point,phone,4
srv_00775,student,stu_0071,q_chrono,mixed,0
srv_00776,student,stu_0071,q_start_vs_persist,both,0
srv_00777,student,stu_0071,q_phone_reason,message,0
srv_00778,student,stu_0071,q_reward,goal_progress,0
srv_00779,student,stu_0071,q_anxiety,avoid,0
srv_00780,parent,stu_0071,qp_strength,curious,0
srv_00781,parent,stu_0071,qp_hard_subject,turkce,0
srv_00782,parent,stu_0071,qp_home_routine,noisy,0
srv_00783,parent,stu_0071,qp_what_works,together_start,0
srv_00784,student,stu_0071,q_week_dropout_point,phone,1
srv_00785,student,stu_0071,q_week_dropout_point,start,4
srv_00786,student,stu_0072,q_chrono,morning,0
srv_00787,student,stu_0072,q_start_vs_persist,both,0
srv_00788,student,stu_0072,q_phone_reason,message,0
srv_00789,student,stu_0072,q_reward,parent_praise,0
srv_00790,student,stu_0072,q_anxiety,ask_help,0
srv_00791,parent,stu_0072,qp_strength,curious,0
srv_00792,parent,stu_0072,qp_hard_subject,fen,0
srv_00793,parent,stu_0072,qp_home_routine,shared_room,0
srv_00794,parent,stu_0072,qp_what_works,reward,0
srv_00795,student,stu_0072,q_week_dropout_point,start,1
srv_00796,student,stu_0072,q_week_dropout_point,anxiety,2
srv_00797,student,stu_0073,q_chrono,morning,0
srv_00798,student,stu_0073,q_start_vs_persist,persist_harder,0
srv_00799,student,stu_0073,q_phone_reason,social,0
srv_00800,student,stu_0073,q_reward,points,0
srv_00801,student,stu_0073,q_anxiety,avoid,0
srv_00802,parent,stu_0073,qp_strength,creative,0
srv_00803,parent,stu_0073,qp_hard_subject,kimya,0
srv_00804,parent,stu_0073,qp_home_routine,library,0
srv_00805,parent,stu_0073,qp_what_works,short_blocks,0
srv_00806,student,stu_0073,q_week_dropout_point,anxiety,1
srv_00807,student,stu_0073,q_week_dropout_point,night,3
srv_00808,student,stu_0074,q_chrono,mixed,0
srv_00809,student,stu_0074,q_start_vs_persist,start_harder,0
srv_00810,student,stu_0074,q_phone_reason,message,0
srv_00811,student,stu_0074,q_reward,points,0
srv_00812,student,stu_0074,q_anxiety,freeze,0
srv_00813,parent,stu_0074,qp_strength,curious,0
srv_00814,parent,stu_0074,qp_hard_subject,fen,0
srv_00815,parent,stu_0074,qp_home_routine,noisy,0
srv_00816,parent,stu_0074,qp_what_works,short_blocks,0
srv_00817,student,stu_0074,q_week_dropout_point,anxiety,2
srv_00818,student,stu_0074,q_week_dropout_point,anxiety,4
srv_00819,student,stu_0075,q_chrono,mixed,0
srv_00820,student,stu_0075,q_start_vs_persist,start_harder,0
srv_00821,student,stu_0075,q_phone_reason,video,0
srv_00822,student,stu_0075,q_reward,parent_praise,0
srv_00823,student,stu_0075,q_anxiety,freeze,0
srv_00824,parent,stu_0075,qp_strength,creative,0
srv_00825,parent,stu_0075,qp_hard_subject,kimya,0
srv_00826,parent,stu_0075,qp_home_routine,noisy,0
srv_00827,parent,stu_0075,qp_what_works,reward,0
srv_00828,student,stu_0075,q_week_dropout_point,start,1
srv_00829,student,stu_0075,q_week_dropout_point,anxiety,4
srv_00830,student,stu_0076,q_chrono,evening,0
srv_00831,student,stu_0076,q_start_vs_persist,both,0
srv_00832,student,stu_0076,q_phone_reason,social,0
srv_00833,student,stu_0076,q_reward,parent_praise,0
srv_00834,student,stu_0076,q_anxiety,rush,0
srv_00835,parent,stu_0076,qp_strength,creative,0
srv_00836,parent,stu_0076,qp_hard_subject,matematik,0
srv_00837,parent,stu_0076,qp_home_routine,shared_room,0
srv_00838,parent,stu_0076,qp_what_works,reward,0
srv_00839,student,stu_0076,q_week_dropout_point,night,1
srv_00840,student,stu_0077,q_chrono,morning,0
srv_00841,student,stu_0077,q_start_vs_persist,both,0
srv_00842,student,stu_0077,q_phone_reason,message,0
srv_00843,student,stu_0077,q_reward,points,0
srv_00844,student,stu_0077,q_anxiety,avoid,0
srv_00845,parent,stu_0077,qp_strength,social,0
srv_00846,parent,stu_0077,qp_hard_subject,tarih,0
srv_00847,parent,stu_0077,qp_home_routine,shared_room,0
srv_00848,parent,stu_0077,qp_what_works,reward,0
srv_00849,student,stu_0077,q_week_dropout_point,start,3
srv_00850,student,stu_0077,q_week_dropout_point,anxiety,4
srv_00851,student,stu_0078,q_chrono,morning,0
srv_00852,student,stu_0078,q_start_vs_persist,persist_harder,0
srv_00853,student,stu_0078,q_phone_reason,video,0
srv_00854,student,stu_0078,q_reward,break,0
srv_00855,student,stu_0078,q_anxiety,rush,0
srv_00856,parent,stu_0078,qp_strength,creative,0
srv_00857,parent,stu_0078,qp_hard_subject,kimya,0
srv_00858,parent,stu_0078,qp_home_routine,noisy,0
srv_00859,parent,stu_0078,qp_what_works,reward,0
srv_00860,student,stu_0078,q_week_dropout_point,phone,2
srv_00861,student,stu_0078,q_week_dropout_point,phone,4
srv_00862,student,stu_0079,q_chrono,morning,0
srv_00863,student,stu_0079,q_start_vs_persist,start_harder,0
srv_00864,student,stu_0079,q_phone_reason,message,0
srv_00865,student,stu_0079,q_reward,break,0
srv_00866,student,stu_0079,q_anxiety,freeze,0
srv_00867,parent,stu_0079,qp_strength,creative,0
srv_00868,parent,stu_0079,qp_hard_subject,turkce,0
srv_00869,parent,stu_0079,qp_home_routine,noisy,0
srv_00870,parent,stu_0079,qp_what_works,timer,0
srv_00871,student,stu_0079,q_week_dropout_point,phone,1
srv_00872,student,stu_0079,q_week_dropout_point,middle,2
srv_00873,student,stu_0079,q_week_dropout_point,middle,3
srv_00874,student,stu_0080,q_chrono,mixed,0
srv_00875,student,stu_0080,q_start_vs_persist,start_harder,0
srv_00876,student,stu_0080,q_phone_reason,boredom,0
srv_00877,student,stu_0080,q_reward,points,0
srv_00878,student,stu_0080,q_anxiety,rush,0
srv_00879,parent,stu_0080,qp_strength,curious,0
srv_00880,parent,stu_0080,qp_hard_subject,matematik,0
srv_00881,parent,stu_0080,qp_home_routine,quiet_desk,0
srv_00882,parent,stu_0080,qp_what_works,short_blocks,0
srv_00883,student,stu_0080,q_week_dropout_point,anxiety,4
srv_00884,student,stu_0081,q_chrono,morning,0
srv_00885,student,stu_0081,q_start_vs_persist,both,0
srv_00886,student,stu_0081,q_phone_reason,video,0
srv_00887,student,stu_0081,q_reward,parent_praise,0
srv_00888,student,stu_0081,q_anxiety,ask_help,0
srv_00889,parent,stu_0081,qp_strength,creative,0
srv_00890,parent,stu_0081,qp_hard_subject,fen,0
srv_00891,parent,stu_0081,qp_home_routine,shared_room,0
srv_00892,parent,stu_0081,qp_what_works,timer,0
srv_00893,student,stu_0081,q_week_dropout_point,night,1
srv_00894,student,stu_0081,q_week_dropout_point,middle,2
srv_00895,student,stu_0082,q_chrono,mixed,0
srv_00896,student,stu_0082,q_start_vs_persist,persist_harder,0
srv_00897,student,stu_0082,q_phone_reason,video,0
srv_00898,student,stu_0082,q_reward,points,0
srv_00899,student,stu_0082,q_anxiety,avoid,0
srv_00900,parent,stu_0082,qp_strength,disciplined,0
srv_00901,parent,stu_0082,qp_hard_subject,matematik,0
srv_00902,parent,stu_0082,qp_home_routine,quiet_desk,0
srv_00903,parent,stu_0082,qp_what_works,reward,0
srv_00904,student,stu_0082,q_week_dropout_point,night,3
srv_00905,student,stu_0082,q_week_dropout_point,start,4
srv_00906,student,stu_0083,q_chrono,mixed,0
srv_00907,student,stu_0083,q_start_vs_persist,persist_harder,0
srv_00908,student,stu_0083,q_phone_reason,game,0
srv_00909,student,stu_0083,q_reward,break,0
srv_00910,student,stu_0083,q_anxiety,ask_help,0
srv_00911,parent,stu_0083,qp_strength,disciplined,0
srv_00912,parent,stu_0083,qp_hard_subject,tarih,0
srv_00913,parent,stu_0083,qp_home_routine,library,0
srv_00914,parent,stu_0083,qp_what_works,timer,0
srv_00915,student,stu_0083,q_week_dropout_point,anxiety,1
srv_00916,student,stu_0083,q_week_dropout_point,night,2
srv_00917,student,stu_0084,q_chrono,morning,0
srv_00918,student,stu_0084,q_start_vs_persist,start_harder,0
srv_00919,student,stu_0084,q_phone_reason,game,0
srv_00920,student,stu_0084,q_reward,parent_praise,0
srv_00921,student,stu_0084,q_anxiety,avoid,0
srv_00922,parent,stu_0084,qp_strength,creative,0
srv_00923,parent,stu_0084,qp_hard_subject,tarih,0
srv_00924,parent,stu_0084,qp_home_routine,shared_room,0
srv_00925,parent,stu_0084,qp_what_works,together_start,0
srv_00926,student,stu_0084,q_week_dropout_point,start,2
srv_00927,student,stu_0084,q_week_dropout_point,night,4
srv_00928,student,stu_0085,q_chrono,evening,0
srv_00929,student,stu_0085,q_start_vs_persist,both,0
srv_00930,student,stu_0085,q_phone_reason,social,0
srv_00931,student,stu_0085,q_reward,points,0
srv_00932,student,stu_0085,q_anxiety,rush,0
srv_00933,parent,stu_0085,qp_strength,social,0
srv_00934,parent,stu_0085,qp_hard_subject,matematik,0
srv_00935,parent,stu_0085,qp_home_routine,noisy,0
srv_00936,parent,stu_0085,qp_what_works,short_blocks,0
srv_00937,student,stu_0086,q_chrono,mixed,0
srv_00938,student,stu_0086,q_start_vs_persist,both,0
srv_00939,student,stu_0086,q_phone_reason,message,0
srv_00940,student,stu_0086,q_reward,points,0
srv_00941,student,stu_0086,q_anxiety,ask_help,0
srv_00942,parent,stu_0086,qp_strength,curious,0
srv_00943,parent,stu_0086,qp_hard_subject,turkce,0
srv_00944,parent,stu_0086,qp_home_routine,quiet_desk,0
srv_00945,parent,stu_0086,qp_what_works,reward,0
srv_00946,student,stu_0086,q_week_dropout_point,phone,1
srv_00947,student,stu_0086,q_week_dropout_point,phone,2
srv_00948,student,stu_0086,q_week_dropout_point,night,4
srv_00949,student,stu_0087,q_chrono,morning,0
srv_00950,student,stu_0087,q_start_vs_persist,start_harder,0
srv_00951,student,stu_0087,q_phone_reason,social,0
srv_00952,student,stu_0087,q_reward,points,0
srv_00953,student,stu_0087,q_anxiety,freeze,0
srv_00954,parent,stu_0087,qp_strength,creative,0
srv_00955,parent,stu_0087,qp_hard_subject,turkce,0
srv_00956,parent,stu_0087,qp_home_routine,noisy,0
srv_00957,parent,stu_0087,qp_what_works,reward,0
srv_00958,student,stu_0087,q_week_dropout_point,night,1
srv_00959,student,stu_0087,q_week_dropout_point,phone,2
srv_00960,student,stu_0087,q_week_dropout_point,phone,3
srv_00961,student,stu_0087,q_week_dropout_point,night,4
srv_00962,student,stu_0088,q_chrono,mixed,0
srv_00963,student,stu_0088,q_start_vs_persist,both,0
srv_00964,student,stu_0088,q_phone_reason,message,0
srv_00965,student,stu_0088,q_reward,break,0
srv_00966,student,stu_0088,q_anxiety,freeze,0
srv_00967,parent,stu_0088,qp_strength,creative,0
srv_00968,parent,stu_0088,qp_hard_subject,turkce,0
srv_00969,parent,stu_0088,qp_home_routine,noisy,0
srv_00970,parent,stu_0088,qp_what_works,short_blocks,0
srv_00971,student,stu_0089,q_chrono,evening,0
srv_00972,student,stu_0089,q_start_vs_persist,persist_harder,0
srv_00973,student,stu_0089,q_phone_reason,social,0
srv_00974,student,stu_0089,q_reward,goal_progress,0
srv_00975,student,stu_0089,q_anxiety,freeze,0
srv_00976,parent,stu_0089,qp_strength,creative,0
srv_00977,parent,stu_0089,qp_hard_subject,fen,0
srv_00978,parent,stu_0089,qp_home_routine,library,0
srv_00979,parent,stu_0089,qp_what_works,short_blocks,0
srv_00980,student,stu_0089,q_week_dropout_point,middle,1
srv_00981,student,stu_0089,q_week_dropout_point,start,2
srv_00982,student,stu_0089,q_week_dropout_point,phone,3
srv_00983,student,stu_0089,q_week_dropout_point,middle,4
srv_00984,student,stu_0090,q_chrono,mixed,0
srv_00985,student,stu_0090,q_start_vs_persist,persist_harder,0
srv_00986,student,stu_0090,q_phone_reason,video,0
srv_00987,student,stu_0090,q_reward,points,0
srv_00988,student,stu_0090,q_anxiety,avoid,0
srv_00989,parent,stu_0090,qp_strength,disciplined,0
srv_00990,parent,stu_0090,qp_hard_subject,kimya,0
srv_00991,parent,stu_0090,qp_home_routine,noisy,0
srv_00992,parent,stu_0090,qp_what_works,together_start,0
srv_00993,student,stu_0091,q_chrono,evening,0
srv_00994,student,stu_0091,q_start_vs_persist,start_harder,0
srv_00995,student,stu_0091,q_phone_reason,game,0
srv_00996,student,stu_0091,q_reward,points,0
srv_00997,student,stu_0091,q_anxiety,freeze,0
srv_00998,parent,stu_0091,qp_strength,curious,0
srv_00999,parent,stu_0091,qp_hard_subject,matematik,0
srv_01000,parent,stu_0091,qp_home_routine,quiet_desk,0
srv_01001,parent,stu_0091,qp_what_works,reward,0
srv_01002,student,stu_0091,q_week_dropout_point,middle,2
srv_01003,student,stu_0091,q_week_dropout_point,night,4
srv_01004,student,stu_0092,q_chrono,mixed,0
